n,2n,closest_value,d(n)
48418431,96836862,97039286,202424
48415609,96831218,97033639,202421
48414659,96829318,97031738,202420
48412763,96825526,97027928,202402
48410535,96821070,97023466,202396
48409759,96819518,97021912,202394
48405887,96811774,97014166,202392
48404335,96808670,97011049,202379
48403547,96807094,97009468,202374
48401563,96803126,97005490,202364
48400079,96800158,97002515,202357
48398761,96797522,96999869,202347
48397961,96795922,96998267,202345
48395935,96791870,96994208,202338
48393375,96786750,96989071,202321
48391453,96782906,96985226,202320
48390939,96781878,96984196,202318
48390887,96781774,96984091,202317
48388559,96777118,96979423,202305
48386815,96773630,96975934,202304
48385363,96770726,96973024,202298
48385327,96770654,96972947,202293
48384967,96769934,96972227,202293
48384479,96768958,96971246,202288
48383615,96767230,96969511,202281
48379219,96758438,96960706,202268
48376935,96753870,96956131,202261
48375275,96750550,96952798,202248
48373407,96746814,96949052,202238
48370553,96741106,96943336,202230
48370287,96740574,96942802,202228
48368937,96737874,96940097,202223
48367707,96735414,96937636,202222
48366927,96733854,96936074,202220
48366505,96733010,96935221,202211
48364735,96729470,96931672,202202
48363745,96727490,96929687,202197
48361319,96722638,96924833,202195
48360223,96720446,96922636,202190
48359471,96718942,96921127,202185
48356383,96712766,96914933,202167
48353279,96706558,96908714,202156
48352255,96704510,96906665,202155
48350463,96700926,96903070,202144
48349951,96699902,96902045,202143
48349409,96698818,96900958,202140
48349031,96698062,96900196,202134
48348351,96696702,96898835,202133
48346351,96692702,96894832,202130
48343131,96686262,96888392,202130
48343037,96686074,96888202,202128
48340223,96680446,96882568,202122
48337787,96675574,96877664,202090
48335359,96670718,96872800,202082
48333919,96667838,96869915,202077
48332343,96664686,96866759,202073
48332191,96664382,96866455,202073
48331913,96663826,96865895,202069
48331657,96663314,96865379,202065
48330143,96660286,96862351,202065
48329967,96659934,96861994,202060
48327783,96655566,96857620,202054
48326975,96653950,96856003,202053
48326747,96653494,96855547,202053
48324577,96649154,96851204,202050
48324255,96648510,96850543,202033
48322559,96645118,96847141,202023
48318703,96637406,96839428,202022
48318079,96636158,96838166,202008
48317161,96634322,96836327,202005
48316415,96632830,96834827,201997
48312839,96625678,96827674,201996
48312167,96624334,96826318,201984
48311143,96622286,96824270,201984
48310363,96620726,96822710,201984
48308735,96617470,96819442,201972
48307881,96615762,96817724,201962
48302457,96604914,96806857,201943
48298311,96596622,96798562,201940
48296073,96592146,96794068,201922
48295963,96591926,96793846,201920
48292343,96584686,96786596,201910
48289151,96578302,96780190,201888
48286023,96572046,96773930,201884
48283967,96567934,96769799,201865
48283239,96566478,96768341,201863
48278991,96557982,96759844,201862
48276959,96553918,96755776,201858
48275647,96551294,96753133,201839
48275359,96550718,96752555,201837
48274159,96548318,96750148,201830
48274075,96548150,96749974,201824
48270023,96540046,96741866,201820
48269371,96538742,96740558,201816
48267641,96535282,96737084,201802
48267007,96534014,96735809,201795
48265535,96531070,96732863,201793
48263165,96526330,96728120,201790
48262735,96525470,96727259,201789
48262407,96524814,96726595,201781
48257647,96515294,96717068,201774
48256359,96512718,96714472,201754
48255199,96510398,96712150,201752
48253609,96507218,96708958,201740
48252797,96505594,96707333,201739
48252351,96504702,96706438,201736
48250153,96500306,96702034,201728
48249499,96498998,96700726,201728
48249057,96498114,96699833,201719
48246011,96492022,96693730,201708
48244159,96488318,96690014,201696
48241775,96483550,96685244,201694
48240815,96481630,96683321,201691
48237049,96474098,96675788,201690
48235497,96470994,96672670,201676
48234331,96468662,96670336,201674
48234111,96468222,96669895,201673
48232841,96465682,96667343,201661
48232673,96465346,96667000,201654
48232555,96465110,96666761,201651
48229999,96459998,96661642,201644
48226863,96453726,96655354,201628
48225257,96450514,96652132,201618
48223975,96447950,96649561,201611
48222703,96445406,96647011,201605
48220215,96440430,96642028,201598
48217883,96435766,96637364,201598
48216959,96433918,96635500,201582
48215711,96431422,96633002,201580
48213769,96427538,96629116,201578
48208363,96416726,96618298,201572
48208061,96416122,96617690,201568
48207401,96414802,96616354,201552
48206505,96413010,96614552,201542
48202619,96405238,96606767,201529
48198455,96396910,96598439,201529
48197627,96395254,96596783,201529
48197615,96395230,96596752,201522
48196859,96393718,96595234,201516
48196361,96392722,96594232,201510
48196315,96392630,96594136,201506
48196075,96392150,96593656,201506
48194857,96389714,96591220,201506
48194279,96388558,96590050,201492
48191343,96382686,96584161,201475
48187839,96375678,96577139,201461
48187305,96374610,96576070,201460
48185455,96370910,96572362,201452
48185087,96370174,96571621,201447
48182497,96364994,96566437,201443
48182409,96364818,96566260,201442
48182363,96364726,96566168,201442
48180991,96361982,96563414,201432
48179647,96359294,96560720,201426
48178143,96356286,96557710,201424
48176895,96353790,96555208,201418
48172883,96345766,96547180,201414
48171385,96342770,96544162,201392
48169663,96339326,96540716,201390
48165991,96331982,96533351,201369
48165919,96331838,96533206,201368
48161863,96323726,96525091,201365
48160047,96320094,96521440,201346
48158889,96317778,96519124,201346
48157563,96315126,96516461,201335
48154537,96309074,96510400,201326
48153631,96307262,96508583,201321
48151743,96303486,96504797,201311
48149225,96298450,96499751,201301
48144155,96288310,96489589,201279
48142079,96284158,96485432,201274
48139931,96279862,96481132,201270
48139319,96278638,96479903,201265
48139111,96278222,96479483,201261
48138409,96276818,96478073,201255
48137063,96274126,96475379,201253
48136895,96273790,96475036,201246
48131431,96262862,96464090,201228
48129895,96259790,96461018,201228
48128937,96257874,96459100,201226
48128751,96257502,96458722,201220
48128027,96256054,96457274,201220
48124655,96249310,96450514,201204
48123901,96247802,96449006,201204
48123369,96246738,96447940,201202
48121447,96242894,96444088,201194
48119297,96238594,96439786,201192
48118951,96237902,96439090,201188
48118143,96236286,96437470,201184
48115871,96231742,96432910,201168
48111777,96223554,96424705,201151
48110015,96220030,96421175,201145
48109823,96219646,96420790,201144
48107885,96215770,96416914,201144
48107163,96214326,96415468,201142
48106873,96213746,96414887,201141
48106591,96213182,96414310,201128
48105319,96210638,96411760,201122
48104609,96209218,96410336,201118
48102783,96205566,96406676,201110
48101999,96203998,96405106,201108
48101871,96203742,96404843,201101
48098175,96196350,96397442,201092
48097327,96194654,96395746,201092
48095913,96191826,96392906,201080
48093863,96187726,96388796,201070
48092727,96185454,96386522,201068
48092575,96185150,96386213,201063
48089567,96179134,96380194,201060
48087087,96174174,96375215,201041
48087039,96174078,96375116,201038
48083447,96166894,96367931,201037
48082903,96165806,96366838,201032
48082171,96164342,96365374,201032
48079903,96159806,96360820,201014
48077791,96155582,96356590,201008
48077595,96155190,96356188,200998
48075913,96151826,96352823,200997
48073447,96146894,96347878,200984
48072127,96144254,96345233,200979
48071527,96143054,96344032,200978
48071147,96142294,96343271,200977
48070313,96140626,96341596,200970
48069079,96138158,96339127,200969
48068315,96136630,96337598,200968
48066735,96133470,96334436,200966
48066559,96133118,96334073,200955
48062555,96125110,96326047,200937
48060271,96120542,96321473,200931
48056383,96112766,96313696,200930
48053663,96107326,96308248,200922
48053611,96107222,96308135,200913
48052975,96105950,96306853,200903
48052223,96104446,96305345,200899
48049343,96098686,96299579,200893
48049063,96098126,96299012,200886
48047663,96095326,96296206,200880
48044343,96088686,96289555,200869
48043567,96087134,96287996,200862
48041609,96083218,96284074,200856
48040313,96080626,96281473,200847
48037915,96075830,96276664,200834
48033833,96067666,96268499,200833
48033115,96066230,96267055,200825
48032463,96064926,96265745,200819
48031913,96063826,96264638,200812
48029391,96058782,96259589,200807
48028537,96057074,96257879,200805
48028285,96056570,96257371,200801
48027739,96055478,96256271,200793
48025823,96051646,96252434,200788
48021687,96043374,96244147,200773
48021671,96043342,96244108,200766
48020477,96040954,96241720,200766
48017151,96034302,96235057,200755
48014183,96028366,96229114,200748
48012841,96025682,96226417,200735
48012265,96024530,96225257,200727
48010567,96021134,96221855,200721
48007963,96015926,96216646,200720
48006009,96012018,96212735,200717
48004883,96009766,96210479,200713
48004509,96009018,96209722,200704
48004263,96008526,96209230,200704
48004095,96008190,96208888,200698
47999131,95998262,96198947,200685
47998847,95997694,96198370,200676
47996351,95992702,96193372,200670
47994971,95989942,96190600,200658
47994599,95989198,96189856,200658
47994095,95988190,96188848,200658
47989531,95979062,96179704,200642
47989071,95978142,96178778,200636
47988847,95977694,96178322,200628
47985697,95971394,96172019,200625
47983295,95966590,96167209,200619
47982593,95965186,96165802,200616
47981879,95963758,96164374,200616
47981439,95962878,96163487,200609
47979931,95959862,96160462,200600
47979775,95959550,96160148,200598
47978603,95957206,96157804,200598
47973447,95946894,96147485,200591
47973417,95946834,96147415,200581
47972123,95944246,96144812,200566
47969833,95939666,96140216,200550
47967315,95934630,96135172,200542
47964719,95929438,96129971,200533
47964399,95928798,96129328,200530
47958495,95916990,96117514,200524
47956735,95913470,96113972,200502
47954079,95908158,96108658,200500
47953209,95906418,96106912,200494
47952571,95905142,96105631,200489
47952359,95904718,96105202,200484
47951913,95903826,96104303,200477
47951415,95902830,96103307,200477
47950951,95901902,96102376,200474
47945697,95891394,96091864,200470
47945377,95890754,96091222,200468
47944841,95889682,96090137,200455
47942653,95885306,96085754,200448
47942427,95884854,96085291,200437
47941769,95883538,96083972,200434
47941055,95882110,96082540,200430
47938559,95877118,96077542,200424
47936751,95873502,96073912,200410
47935771,95871542,96071951,200409
47935259,95870518,96070925,200407
47933759,95867518,96067924,200406
47932585,95865170,96065570,200400
47929671,95859342,96059734,200392
47928745,95857490,96057877,200387
47925395,95850790,96051172,200382
47925295,95850590,96050968,200378
47924361,95848722,96049084,200362
47922687,95845374,96045736,200362
47922313,95844626,96044980,200354
47922287,95844574,96044926,200352
47920695,95841390,96041735,200345
47918171,95836342,96036683,200341
47917331,95834662,96034997,200335
47916201,95832402,96032735,200333
47913927,95827854,96028186,200332
47912175,95824350,96024670,200320
47909343,95818686,96019006,200320
47908975,95817950,96018250,200300
47908635,95817270,96017570,200300
47908319,95816638,96016934,200296
47907099,95814198,96014494,200296
47906523,95813046,96013336,200290
47905639,95811278,96011566,200288
47902955,95805910,96006188,200278
47902491,95804982,96005251,200269
47900855,95801710,96001976,200266
47896951,95793902,95994158,200256
47895423,95790846,95991088,200242
47894559,95789118,95989355,200237
47893919,95787838,95988071,200233
47892393,95784786,95985016,200230
47890431,95780862,95981092,200230
47889407,95778814,95979032,200218
47888999,95777998,95978213,200215
47888383,95776766,95976980,200214
47887497,95774994,95975200,200206
47883855,95767710,95967914,200204
47882943,95765886,95966086,200200
47882921,95765842,95966039,200197
47881491,95762982,95963167,200185
47879963,95759926,95960099,200173
47877801,95755602,95955769,200167
47875327,95750654,95950808,200154
47870655,95741310,95941448,200138
47867535,95735070,95935198,200128
47865391,95730782,95930896,200114
47864603,95729206,95929315,200109
47861385,95722770,95922874,200104
47860551,95721102,95921206,200104
47859667,95719334,95919434,200100
47859247,95718494,95918593,200099
47858927,95717854,95917945,200091
47857947,95715894,95915981,200087
47849885,95699770,95899825,200055
47849129,95698258,95898305,200047
47848175,95696350,95896396,200046
47847167,95694334,95894372,200038
47845051,95690102,95890138,200036
47844223,95688446,95888474,200028
47841563,95683126,95883142,200016
47840097,95680194,95880208,200014
47839975,95679950,95879963,200013
47838761,95677522,95877523,200001
47837671,95675342,95875343,200001
47836623,95673246,95873239,199993
47834753,95669506,95869496,199990
47831945,95663890,95863879,199989
47830631,95661262,95861234,199972
47829343,95658686,95858654,199968
47828415,95656830,95856787,199957
47827007,95654014,95853968,199954
47825193,95650386,95850337,199951
47822619,95645238,95845177,199939
47820759,95641518,95841454,199936
47820543,95641086,95841016,199930
47818217,95636434,95836355,199921
47816937,95633874,95833790,199916
47816815,95633630,95833543,199913
47814887,95629774,95829686,199912
47812251,95624502,95824397,199895
47811687,95623374,95823265,199891
47811611,95623222,95823112,199890
47808795,95617590,95817472,199882
47807969,95615938,95815819,199881
